"","away_team_api_id","home_team_api_id","H_overall_rating","A_overall_rating","H_potential","A_potential","H_buildUpPlaySpeedClass","H_buildUpPlayDribblingClass","H_buildUpPlayPassingClass","H_buildUpPlayPositioningClass","H_chanceCreationPassingClass","H_chanceCreationCrossingClass","H_chanceCreationShootingClass","H_chanceCreationPositioningClass","H_defencePressureClass","H_defenceAggressionClass","H_defenceTeamWidthClass","A_buildUpPlaySpeedClass","A_buildUpPlayDribblingClass","A_buildUpPlayPassingClass","A_buildUpPlayPositioningClass","A_chanceCreationPassingClass","A_chanceCreationCrossingClass","A_chanceCreationShootingClass","A_chanceCreationPositioningClass","A_defencePressureClass","A_defenceAggressionClass","A_defenceTeamWidthClass","result"
"1896",10172,8455,844,819.5939669,900,868.0962077,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1897",8472,8650,852,821,905,870,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,1,3,2,2,3,2,2
"1898",8668,10261,827,859,870,876,2,1,3,2,2,2,2,2,2,3,2,2,1,2,2,2,2,1,2,2,3,2,3
"1899",8603,8394,799,804,827,852,2,1,1,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1900",10267,7878,794,829,824,905,2,1,2,2,3,3,2,2,2,3,3,1,1,2,2,2,2,2,2,2,3,2,3
"1901",8371,8302,845,779,895,812,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,3,2
"1902",9864,9783,790,852,826,876,2,1,2,2,2,2,3,2,2,3,2,2,1,2,2,3,3,2,2,2,3,2,2
"1903",8315,8581,813,827,839,877,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,1,2,3,3,2
"1904",8560,8633,882,818,921,870,2,1,2,2,3,2,3,1,2,3,2,1,1,2,2,2,2,2,2,2,3,3,2
"1905",8558,8634,928,819.5939669,977,840,2,1,1,1,2,1,2,1,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
"1906",10281,9910,796,776,832,814,2,1,2,2,2,3,2,1,2,3,3,2,1,2,2,2,3,2,2,2,3,2,2
"1908",8305,8370,799,815,832,848,2,1,2,1,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,2,2
"1909",8370,8315,834,801,880,828,2,1,2,2,2,3,2,1,2,3,3,2,1,2,1,2,2,2,2,2,3,2,3
"1910",8466,10252,780,810,852,873,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,3
"1915",8659,9798,778,787,813,826,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,1,2,2
"1916",8455,10194,821,898,852,924,3,1,3,2,2,2,2,2,1,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1917",8654,8472,822,785,867,817,2,1,2,2,2,1,3,2,2,3,2,3,1,3,2,2,3,1,2,1,3,2,2
"1918",8302,10267,853,853,909,889,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1920",9910,8558,801,771,830,825,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,3,2,1,2,3,3,2
"1921",8661,10281,796,796,816,837,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1922",8456,9825,871,884,930,936,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,1,2,3,2,3
"1923",8650,10260,868,863,917,905,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1925",8634,9864,857,953,883,982,2,1,2,2,3,3,2,2,2,3,2,2,1,1,1,2,1,2,1,2,3,2,3
"1926",8394,9906,869,782,920,822,2,1,2,2,3,2,2,2,2,3,2,2,1,1,2,2,2,2,2,2,3,2,2
"1927",8581,8603,792,812,837,832,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1930",8661,8558,799,797,835,839,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1931",9850,8650,837,776,883,843,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,3,2,2,2,3,2,2
"1932",9879,8456,885,840,929,851,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1933",9798,10261,841,775,879,799,2,1,3,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1934",10194,10003,808,810,850,851,2,1,2,2,2,2,2,1,2,3,2,3,1,3,2,2,2,2,2,1,3,2,2
"1937",8472,8528,800,817,835,861,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,1,3,2,2,3,2,3
"1939",8634,8560,816,953,858,981,1,1,2,2,2,2,2,2,2,3,3,2,1,1,1,2,1,2,1,2,3,2,2
"1941",8370,7878,784,796,831,825,2,1,2,2,3,3,2,2,2,3,3,2,1,2,1,2,2,2,2,2,3,2,2
"1942",9825,8455,885,870,929,924,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,1,2,3,2,2
"1944",8581,9906,847,815,913,845,2,1,2,2,3,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1945",8394,10281,793,819.5939669,811,868.0962077,2,1,2,2,2,3,2,2,2,3,2,2,1,1,2,2,2,2,2,2,3,2,2
"1946",9783,8371,794,796,815,842,2,1,2,2,2,2,2,2,2,3,3,2,1,2,2,2,2,3,2,2,3,2,2
"1947",8633,10267,859,927,914,959,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,3,2,3,1,2,3,2,3
"1950",8654,9825,875,784,926,814,1,1,1,2,2,2,2,1,2,3,2,3,1,3,2,2,3,1,2,1,3,2,2
"1951",10281,8581,815,779,844,807,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"1954",10267,9783,789,842,834,908,2,1,2,2,2,2,3,2,2,3,2,1,1,2,2,2,2,2,2,2,3,2,3
"1955",8603,8370,800,811,824,852,2,1,2,1,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1956",9906,8315,824,860,879,907,2,1,2,2,2,3,2,1,2,3,3,2,1,2,2,3,2,2,2,2,3,2,2
"1957",9864,8661,796,855,841,884,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,3,3,2,2,2,3,2,3
"1958",8371,8634,914,779,954,824,2,1,1,1,2,1,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,3,2
"1959",8305,8633,891,806,941,846,2,1,2,2,3,2,3,1,2,3,2,1,1,2,2,2,2,2,2,2,3,2,2
"1960",7878,8302,827,819.5939669,880,831,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,3,3,2,2,2,3,3,2
"1961",10261,10252,797,832,860,884,2,1,2,2,2,2,2,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,3
"1966",8466,10260,880,807,928,854,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
"1969",8659,8668,851,785,875,825,2,1,2,2,2,2,1,2,2,3,2,2,1,2,2,2,2,2,2,1,1,2,2
"1970",8654,9879,828,799,853,822,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,3,1,2,1,3,2,2
"1972",10194,9825,867,799,916,848,1,1,1,2,2,2,2,1,2,3,2,3,1,3,2,2,2,2,2,1,3,2,2
"1974",10260,9879,826,870,845,911,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,3
"1975",8455,10261,834,890,888,913,2,1,3,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1977",8472,9798,763,814,793,860,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,1,3,2,2,3,2,2
"1978",10003,8654,792,819,831,855,3,1,3,2,2,3,1,2,1,3,2,2,1,2,2,2,2,2,1,2,3,2,2
"1980",8581,8558,799,810,848,837,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1981",9910,8371,787,769,811,819,2,1,2,2,2,2,2,2,2,3,3,2,1,2,2,2,3,2,1,2,3,3,2
"1982",9783,8305,805,792,833,818,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,3,2,2,3,2,2
"1983",8633,7878,790,922,826,959,2,1,2,2,3,3,2,2,2,3,3,2,1,2,2,3,2,3,1,2,3,2,2
"1985",8586,8659,805,880,848,929,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,3,2,2,3,2,3
"1986",8603,9906,860,805,909,851,2,1,2,2,3,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1988",8661,8560,810,802,867,842,1,1,2,2,2,2,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,2,2
"1990",8370,8302,843,801,889,830,2,1,2,2,2,2,2,2,2,3,2,2,1,2,1,2,2,2,2,2,3,2,2
"1991",8528,8455,878,802,926,834,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
"1993",8456,8466,792,897,835,935,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
"1994",9798,10194,816,750,849,785,3,1,3,2,2,2,2,2,1,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1995",9825,8472,804,868,858,920,2,1,2,2,2,1,3,2,2,3,2,1,1,1,2,2,2,2,1,2,3,2,3
"1996",10172,10003,812,822,863,861,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1997",10261,8586,862,832,919,884,2,1,2,2,2,2,3,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,2
"1998",9864,8581,806,854,835,882,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,3,3,2,2,2,3,2,3
"2000",10267,9910,783,849,834,889,2,1,2,2,2,3,2,1,2,3,3,1,1,2,2,2,2,2,2,2,3,2,3
"2001",7878,9783,786,791,819,822,2,1,2,2,2,2,3,2,2,3,2,2,1,2,2,3,3,2,2,2,3,3,3
"2002",8302,8633,896,840,943,888,2,1,2,2,3,2,3,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"2003",8654,10252,777,798,851,818,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,3,1,2,1,3,2,2
"2004",8668,10260,867,861,915,884,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,1,2,2,3,2,2
"2005",9906,8370,795,851,833,903,2,1,2,1,2,2,2,2,2,3,2,2,1,2,2,3,2,2,2,2,3,2,2
"2006",8558,8315,826,819.5939669,881,838,2,1,2,2,2,3,2,1,2,3,3,2,1,2,2,2,2,2,1,2,3,2,3
"2007",8560,8394,786,820,833,863,2,1,1,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,3,3
"2008",8305,8634,909,819.5939669,954,836,2,1,1,1,2,1,2,1,2,3,2,1,1,2,2,2,2,2,2,2,3,2,2
"2009",8659,8650,854,808,894,846,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,1,2,3
"2011",9783,8302,824,800,885,833,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,3,2,2,3,2,2
"2012",8315,9864,826,816,870,867,2,1,2,2,3,3,2,2,2,3,2,2,1,2,2,2,3,2,1,2,3,3,2
"2013",8394,8371,791,780,815,831,2,1,2,2,2,2,2,2,2,3,3,2,1,1,2,2,2,2,2,2,3,2,2
"2014",9910,8305,809,769,844,834,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,1,2,3,3,2
"2015",8634,7878,790,936,826,971,2,1,2,2,3,3,2,2,2,3,3,2,1,1,1,2,1,2,1,2,3,2,3
"2016",10003,8650,868,777,903,834,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
"2017",9906,10281,781,880,806,930,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,3,2,2,2,2,3,2,3
"2018",8603,8558,796,795,836,840,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"2020",8661,10267,857,799,912,830,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"2021",8370,8633,901,800,942,824,2,1,2,2,3,2,3,1,2,3,2,2,1,2,1,2,2,2,2,2,3,2,2
"2022",8560,8315,814,818,870,860,2,1,2,2,2,3,2,1,2,3,3,1,1,2,2,2,2,2,2,2,3,3,3
"2023",10252,9825,864,773,911,849,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"2024",10194,9879,828,799,851,850,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,2,2,2,1,3,2,2
"2025",8668,9850,800,853,835,881,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,2,1,2,2,3,2,2
"2026",10260,10172,817,884,863,918,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,3
"2027",8528,9798,762,811,793,840,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,3
"2028",8472,8659,806,813,849,855,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,3,2,2,3,2,2
"2030",8305,8661,795,810,833,849,2,1,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,2,3
"2031",8302,8634,911,832,961,877,2,1,1,1,2,1,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"2032",8633,9783,801,889,829,915,2,1,2,2,2,2,3,2,2,3,2,2,1,2,2,3,2,3,1,2,3,2,3
"2033",8455,8456,877,906,932,933,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"2034",8466,10261,829,804,881,859,2,1,3,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
"2035",10281,8370,799,777,829,813,2,1,2,1,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,3
"2036",8558,9906,880,819.5939669,920,838,2,1,2,2,3,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
"2037",9864,8603,808,805,849,841,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,3,3,2,2,2,3,2,2
"2038",7878,9910,789,791,840,830,2,1,2,2,2,3,2,1,2,3,3,2,1,2,2,3,3,2,2,2,3,3,2
"2039",8586,8654,787,874,817,937,3,1,3,2,2,3,1,2,1,3,2,2,1,2,2,2,2,3,2,2,3,2,3
"2040",8371,8581,804,775,839,819,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,3,3
"2041",8394,8305,807,779,844,813,1,1,2,2,2,2,2,2,2,3,2,2,1,1,2,2,2,2,2,2,3,2,2
"2042",8659,8455,885,801,931,838,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,1,2,2
"2043",9798,8668,833,768,870,792,2,1,2,2,2,2,1,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"2044",9850,10260,884,786,926,843,2,1,2,2,2,3,2,2,2,3,2,3,1,3,2,2,3,2,2,2,3,2,2
"2045",10172,8466,802,826,853,856,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"2046",8654,10194,805,792,848,809,3,1,3,2,2,2,2,2,1,3,2,3,1,3,2,2,3,1,2,1,3,2,3
"2048",10261,10003,807,837,849,880,2,1,2,2,2,2,2,1,2,3,2,2,1,3,2,2,2,2,2,2,3,2,2
"2049",8650,8528,808,885,839,900,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"2050",8315,8371,796,827,830,876,2,1,2,2,2,2,2,2,2,3,3,2,1,2,2,2,3,2,1,2,3,3,3
"2052",8634,8633,875,945,932,981,2,1,2,2,3,2,3,1,2,3,2,2,1,1,1,2,1,2,1,2,3,2,2
"2054",9825,8586,871,868,920,921,2,1,2,2,2,2,3,2,2,3,2,1,1,1,2,2,2,2,1,2,3,2,2
"2058",8661,7878,789,794,818,819,2,1,2,2,3,3,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,2,3
"2059",8456,10252,780,876,855,933,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,3
"2060",9910,8302,821,764,882,827,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,1,2,3,3,2
"2061",8371,8603,813,785,848,830,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,3,2
"2063",8472,10172,821,815,871,865,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,1,3,2,2,3,2,2
"2064",10252,9798,756,779,786,859,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"2065",10003,8659,805,806,857,849,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,2,3,2,2
"2066",8558,8370,799,819.5939669,830,833,2,1,2,1,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
"2068",8302,8661,786,800,825,874,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"2069",9783,8634,878,796,919,840,2,1,1,1,2,1,2,1,2,3,2,2,1,2,2,2,2,3,2,2,3,2,2
"2070",8586,8650,855,859,891,918,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,3,2,2,3,2,2
"2071",10194,10261,827,788,884,846,2,1,3,2,2,2,2,2,2,3,2,3,1,3,2,2,2,2,2,1,3,2,2
"2072",8560,9906,880,815,922,859,2,1,2,2,3,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,3,3
"2073",10267,8315,820,827,870,897,2,1,2,2,2,3,2,1,2,3,3,1,1,2,2,2,2,2,2,2,3,2,2
"2075",8633,9910,788,918,835,951,2,1,2,2,2,3,2,1,2,3,3,2,1,2,2,3,2,3,1,2,3,2,3
"2077",9910,9783,800,770,838,822,2,1,2,2,2,2,3,2,2,3,2,2,1,2,2,2,3,2,1,2,3,3,2
"2078",10172,10252,786,838,853,863,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"2079",8456,8668,831,865,866,913,2,1,2,2,2,2,1,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
"2080",9798,10260,873,770,921,796,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"2081",8650,8466,801,819.5939669,868,893,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"2083",9825,10003,806,863,855,905,2,1,2,2,2,2,2,1,2,3,2,1,1,1,2,2,2,2,1,2,3,2,3
"2084",10281,8560,821,782,858,810,1,1,2,2,2,2,2,2,2,3,3,2,1,2,2,2,3,2,2,2,3,2,2
"2085",8603,10267,863,804,915,853,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"2086",8315,8305,806,827,840,874,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,1,2,3,3,2
"2087",8661,8633,886,794,943,839,2,1,2,2,3,2,3,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"2088",8654,8455,876,790,925,827,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,3,1,2,1,3,2,2
"2090",9879,8586,859,839,914,853,2,1,2,2,2,2,3,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"2091",10261,8528,798,831,833,874,2,1,2,2,2,2,2,1,2,3,2,2,1,3,2,2,2,2,2,2,3,2,2
"2092",8558,9864,835,819.5939669,873,842,2,1,2,2,3,3,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,3
"2093",9906,8371,798,876,827,925,2,1,2,2,2,2,2,2,2,3,3,2,1,2,2,3,2,2,2,2,3,2,3
"2095",8394,8302,819,792,880,814,2,1,2,2,2,2,2,2,2,3,2,2,1,1,2,2,2,2,2,2,3,2,2
"2096",8370,8634,906,787,949,812,2,1,1,1,2,1,2,1,2,3,2,2,1,2,1,2,2,2,2,2,3,2,2
"2097",9798,9825,869,773,903,795,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"2098",10194,8668,835,791,872,848,2,1,2,2,2,2,1,2,2,3,2,3,1,3,2,2,2,2,2,1,3,2,2
"2099",10261,8456,902,824,930,868,2,1,2,2,2,2,2,1,2,3,2,2,1,3,2,2,2,2,2,2,3,2,2
"2100",8455,8466,791,874,847,908,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"2101",10260,8472,807,855,855,908,2,1,2,2,2,1,3,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,3
"2102",8586,10003,808,874,852,910,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,3,2,2,3,2,3
"2103",8659,8654,786,807,816,849,3,1,3,2,2,3,1,2,1,3,2,2,1,2,2,2,2,2,2,1,1,2,2
"2104",9850,8528,798,800,833,834,2,1,2,2,2,2,2,1,2,3,2,3,1,3,2,2,3,2,2,2,3,2,2
"2105",9864,8370,799,839,834,864,2,1,2,1,2,2,2,2,2,3,2,2,1,2,2,3,3,2,2,2,3,2,3
"2106",8302,8581,806,818,834,875,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"2109",8650,10252,777,882,848,899,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"2111",8371,10281,795,777,819,818,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,3,3
"2113",9783,8661,795,807,833,846,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,3,2,2,3,2,3
"2114",10172,9879,828,834,851,864,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"2116",7878,8315,827,793,871,830,2,1,2,2,2,3,2,1,2,3,3,2,1,2,2,3,3,2,2,2,3,3,2
"2117",8603,7878,798,800,826,845,2,1,2,2,3,3,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,2,3
"2119",8466,9798,767,805,813,853,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,3
"2120",10252,10194,808,758,847,837,3,1,3,2,2,2,2,2,1,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"2121",9825,8659,803,883,840,905,2,1,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,1,2,3,2,3
"2122",9864,8560,812,815,852,847,1,1,2,2,2,2,2,2,2,3,3,2,1,2,2,3,3,2,2,2,3,2,2
"2123",8581,8633,894,810,936,838,2,1,2,2,3,2,3,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"2124",8394,9783,800,780,838,820,2,1,2,2,2,2,3,2,2,3,2,2,1,1,2,2,2,2,2,2,3,2,2
"2125",8661,8634,877,794,932,839,2,1,1,1,2,1,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"2126",8472,8455,874,812,927,860,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,1,3,2,2,3,2,2
"2128",9879,10261,839,828,890,846,2,1,3,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"2131",8558,8371,787,819.5939669,817,842,2,1,2,2,2,2,2,2,2,3,3,2,1,2,2,2,2,2,1,2,3,2,3
"2132",10281,10267,860,787,914,817,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"2134",8370,9910,789,800,835,824,2,1,2,2,2,3,2,1,2,3,3,2,1,2,1,2,2,2,2,2,3,2,3
"2135",8456,10260,865,887,912,935,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,3
"2136",8315,8302,815,839,875,879,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,1,2,3,3,2
"2138",9850,9825,871,774,917,829,1,1,1,2,2,2,2,1,2,3,2,3,1,3,2,2,3,2,2,2,3,2,2
"2140",10172,8668,845,832,880,871,2,1,2,2,2,2,1,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"2143",8371,9864,849,777,869,819,2,1,2,2,3,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,3,2
"2145",8305,10281,788,819.5939669,813,840,2,1,2,2,2,3,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,2,2
"2146",9783,8581,814,807,839,846,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,3,2,2,3,2,3
"2147",8472,10261,841,817,897,867,2,1,3,2,2,2,2,2,2,3,2,2,1,2,2,2,1,3,2,2,3,2,3
"2148",10260,10194,808,905,846,937,3,1,3,2,2,2,2,2,1,3,2,2,1,2,2,2,3,2,2,2,3,2,3
"2149",8560,8370,799,820,830,863,2,1,2,1,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,3,3
"2150",7878,9906,873,819.5939669,916,829,2,1,2,2,3,2,2,2,2,3,2,2,1,2,2,3,3,2,2,2,3,3,2
"2151",8633,8315,820,929,875,964,2,1,2,2,2,3,2,1,2,3,3,2,1,2,2,3,2,3,1,2,3,2,3
"2152",8634,8394,789,897,826,940,2,1,1,2,2,2,2,2,2,3,2,2,1,1,1,2,1,2,1,2,3,2,3
"2153",9910,8661,788,768,835,820,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,1,2,3,3,2
"2155",8455,9879,828,887,855,918,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"2156",8528,8456,890,798,929,831,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
"2159",9825,9879,821,867,860,904,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,1,2,3,2,3
"2160",9798,9850,788,748,831,810,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"2161",10194,10172,810,803,858,851,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,2,2,2,1,3,2,3
"2162",8668,8472,812,853,863,879,2,1,2,2,2,1,3,2,2,3,2,2,1,2,2,2,2,1,2,2,3,2,2
"2165",8528,8654,782,797,816,836,3,1,3,2,2,3,1,2,1,3,2,2,1,2,2,2,2,2,1,2,3,2,2
"2166",9864,10267,850,856,903,878,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,3,3,2,2,2,3,2,2
"2168",8603,8633,868,796,930,855,2,1,2,2,3,2,3,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"2169",8581,8634,877,803,926,834,2,1,1,1,2,1,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"2171",8456,8586,871,885,919,930,2,1,2,2,2,2,3,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
"2173",8558,8305,807,797,841,845,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,3
"2174",9906,8302,816,872,880,923,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,3,2,2,2,2,3,2,3
"2176",10252,10260,865,777,911,846,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"2177",8394,9910,783,784,816,826,2,1,2,2,2,3,2,1,2,3,3,2,1,1,2,2,2,2,2,2,3,2,2
"2179",9879,8668,848,826,881,856,2,1,2,2,2,2,1,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"2180",8654,8456,902,790,936,813,2,1,2,2,2,2,2,1,2,3,2,3,1,3,2,2,3,1,2,1,3,2,2
"2181",8650,10261,815,866,876,901,2,1,3,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
