"id","date_match","season","away_team_api_id","home_team_api_id","away_team_goal","home_team_goal","H_overall_rating","A_overall_rating","H_potential","A_potential","H_buildUpPlaySpeed","H_buildUpPlaySpeedClass","H_buildUpPlayDribblingClass","H_buildUpPlayPassing","H_buildUpPlayPassingClass","H_buildUpPlayPositioningClass","H_chanceCreationPassing","H_chanceCreationPassingClass","H_chanceCreationCrossing","H_chanceCreationCrossingClass","H_chanceCreationShooting","H_chanceCreationShootingClass","H_chanceCreationPositioningClass","H_defencePressure","H_defencePressureClass","H_defenceAggression","H_defenceAggressionClass","H_defenceTeamWidth","H_defenceTeamWidthClass","A_buildUpPlaySpeed","A_buildUpPlaySpeedClass","A_buildUpPlayDribblingClass","A_buildUpPlayPassing","A_buildUpPlayPassingClass","A_buildUpPlayPositioningClass","A_chanceCreationPassing","A_chanceCreationPassingClass","A_chanceCreationCrossing","A_chanceCreationCrossingClass","A_chanceCreationShooting","A_chanceCreationShootingClass","A_chanceCreationPositioningClass","A_defencePressure","A_defencePressureClass","A_defenceAggression","A_defenceAggressionClass","A_defenceTeamWidth","A_defenceTeamWidthClass","result"
"3401","2013-01-19","2012/2013","9879","8456","0","2","885","840","929","851","36","Balanced","Little","34","Mixed","Organised","39","Normal","44","Normal","38","Normal","Free Form","42","Medium","44","Press","54","Normal","52","Balanced","Little","49","Mixed","Organised","49","Normal","56","Normal","59","Normal","Organised","39","Medium","39","Press","57","Normal","win"
"3402","2013-01-19","2012/2013","9798","10261","2","1","841","775","879","799","58","Balanced","Little","72","Long","Organised","48","Normal","51","Normal","46","Normal","Organised","41","Medium","39","Press","51","Normal","49","Balanced","Little","61","Mixed","Organised","55","Normal","58","Normal","37","Normal","Organised","39","Medium","44","Press","52","Normal","lose"
"3404","2013-01-19","2012/2013","10194","10003","1","3","808","810","850","851","41","Balanced","Little","39","Mixed","Organised","36","Normal","42","Normal","44","Normal","Free Form","52","Medium","58","Press","57","Normal","75","Fast","Little","73","Long","Organised","59","Normal","61","Normal","38","Normal","Organised","32","Deep","37","Press","41","Normal","win"
"3406","2013-01-19","2012/2013","10252","8659","2","2","804","780","849","849","55","Balanced","Little","54","Mixed","Organised","57","Normal","53","Normal","57","Normal","Organised","33","Deep","31","Contain","49","Normal","63","Balanced","Little","59","Mixed","Organised","52","Normal","55","Normal","34","Normal","Organised","39","Medium","41","Press","54","Normal","draw"
"3407","2013-01-19","2012/2013","10172","8654","1","1","792","","823","","72","Fast","Little","73","Long","Organised","61","Normal","74","Lots","32","Little","Organised","30","Deep","37","Press","41","Normal","58","Balanced","Little","54","Mixed","Organised","53","Normal","39","Normal","54","Normal","Organised","49","Medium","47","Press","44","Normal","draw"
"3408","2013-01-19","2012/2013","8472","8528","3","2","800","817","835","861","38","Balanced","Little","39","Mixed","Organised","43","Normal","42","Normal","34","Normal","Free Form","56","Medium","52","Press","44","Normal","57","Balanced","Little","66","Mixed","Organised","56","Normal","31","Little","72","Lots","Organised","47","Medium","52","Press","49","Normal","lose"
"3399","2013-01-20","2012/2013","9825","8455","1","2","885","870","929","924","46","Balanced","Little","41","Mixed","Organised","46","Normal","61","Normal","63","Normal","Organised","42","Medium","43","Press","46","Normal","30","Slow","Little","29","Short","Organised","41","Normal","55","Normal","39","Normal","Free Form","64","Medium","54","Press","52","Normal","win"
"3405","2013-01-20","2012/2013","10260","8586","1","1","865","859","917","910","42","Balanced","Little","46","Mixed","Organised","45","Normal","58","Normal","68","Lots","Organised","63","Medium","61","Press","57","Normal","46","Balanced","Little","38","Mixed","Organised","46","Normal","68","Lots","37","Normal","Organised","49","Medium","49","Press","56","Normal","draw"
"3403","2013-01-21","2012/2013","8668","8466","0","0","791","852","850","882","47","Balanced","Little","38","Mixed","Organised","52","Normal","56","Normal","58","Normal","Free Form","57","Medium","63","Press","44","Normal","58","Balanced","Little","62","Mixed","Organised","48","Normal","59","Normal","32","Little","Organised","41","Medium","44","Press","59","Normal","draw"
"3349","2013-01-23","2012/2013","8654","9825","1","5","875","784","926","814","30","Slow","Little","29","Short","Organised","41","Normal","55","Normal","39","Normal","Free Form","64","Medium","54","Press","52","Normal","72","Fast","Little","73","Long","Organised","61","Normal","74","Lots","32","Little","Organised","30","Deep","37","Press","41","Normal","win"
"3410","2013-01-29","2012/2013","10261","10252","2","1","797","832","860","884","63","Balanced","Little","59","Mixed","Organised","52","Normal","55","Normal","34","Normal","Organised","39","Medium","41","Press","54","Normal","58","Balanced","Little","72","Long","Organised","48","Normal","51","Normal","46","Normal","Organised","41","Medium","39","Press","51","Normal","lose"
"3413","2013-01-29","2012/2013","8456","10172","0","0","","889","","927","58","Balanced","Little","54","Mixed","Organised","53","Normal","39","Normal","54","Normal","Organised","49","Medium","47","Press","44","Normal","36","Balanced","Little","34","Mixed","Organised","39","Normal","44","Normal","38","Normal","Free Form","42","Medium","44","Press","54","Normal","draw"
"3415","2013-01-29","2012/2013","8528","10194","2","2","824","794","851","836","75","Fast","Little","73","Long","Organised","59","Normal","61","Normal","38","Normal","Organised","32","Deep","37","Press","41","Normal","38","Balanced","Little","39","Mixed","Organised","43","Normal","42","Normal","34","Normal","Free Form","56","Medium","52","Press","44","Normal","draw"
"3416","2013-01-29","2012/2013","10003","8472","0","0","812","813","859","847","57","Balanced","Little","66","Mixed","Organised","56","Normal","31","Little","72","Lots","Organised","47","Medium","52","Press","49","Normal","41","Balanced","Little","39","Mixed","Organised","36","Normal","42","Normal","44","Normal","Free Form","52","Medium","58","Press","57","Normal","draw"
"3409","2013-01-30","2012/2013","8650","9825","2","2","875","872","926","899","30","Slow","Little","29","Short","Organised","41","Normal","55","Normal","39","Normal","Free Form","64","Medium","54","Press","52","Normal","39","Balanced","Little","44","Mixed","Organised","42","Normal","34","Normal","54","Normal","Organised","59","Medium","52","Press","61","Normal","draw"
"3411","2013-01-30","2012/2013","8466","10260","1","2","880","807","928","854","46","Balanced","Little","38","Mixed","Organised","46","Normal","68","Lots","37","Normal","Organised","49","Medium","49","Press","56","Normal","47","Balanced","Little","38","Mixed","Organised","52","Normal","56","Normal","58","Normal","Free Form","57","Medium","63","Press","44","Normal","win"
"3412","2013-01-30","2012/2013","8586","9850","1","1","801","880","844","929","70","Fast","Little","70","Long","Organised","56","Normal","67","Lots","48","Normal","Organised","40","Medium","43","Press","53","Normal","42","Balanced","Little","46","Mixed","Organised","45","Normal","58","Normal","68","Lots","Organised","63","Medium","61","Press","57","Normal","draw"
"3414","2013-01-30","2012/2013","8455","9798","2","2","774","860","800","902","49","Balanced","Little","61","Mixed","Organised","55","Normal","58","Normal","37","Normal","Organised","39","Medium","44","Press","52","Normal","46","Balanced","Little","41","Mixed","Organised","46","Normal","61","Normal","63","Normal","Organised","42","Medium","43","Press","46","Normal","draw"
"3417","2013-01-30","2012/2013","8659","8668","1","2","851","785","875","825","58","Balanced","Little","62","Mixed","Organised","48","Normal","59","Normal","32","Little","Organised","41","Medium","44","Press","59","Normal","55","Balanced","Little","54","Mixed","Organised","57","Normal","53","Normal","57","Normal","Organised","33","Deep","31","Contain","49","Normal","win"
"3418","2013-01-30","2012/2013","8654","9879","1","3","828","799","853","822","52","Balanced","Little","49","Mixed","Organised","49","Normal","56","Normal","59","Normal","Organised","39","Medium","39","Press","57","Normal","72","Fast","Little","73","Long","Organised","61","Normal","74","Lots","32","Little","Organised","30","Deep","37","Press","41","Normal","win"
"3419","2013-02-02","2012/2013","10194","9825","0","1","867","799","916","848","30","Slow","Little","29","Short","Organised","41","Normal","55","Normal","39","Normal","Free Form","64","Medium","54","Press","52","Normal","75","Fast","Little","73","Long","Organised","59","Normal","61","Normal","38","Normal","Organised","32","Deep","37","Press","41","Normal","win"
"3420","2013-02-02","2012/2013","10252","8668","3","3","852","785","879","846","58","Balanced","Little","62","Mixed","Organised","48","Normal","59","Normal","32","Little","Organised","41","Medium","44","Press","59","Normal","63","Balanced","Little","59","Mixed","Organised","52","Normal","55","Normal","34","Normal","Organised","39","Medium","41","Press","54","Normal","draw"
"3421","2013-02-02","2012/2013","10260","9879","1","0","826","870","845","911","52","Balanced","Little","49","Mixed","Organised","49","Normal","56","Normal","59","Normal","Organised","39","Medium","39","Press","57","Normal","46","Balanced","Little","38","Mixed","Organised","46","Normal","68","Lots","37","Normal","Organised","49","Medium","49","Press","56","Normal","lose"
"3423","2013-02-02","2012/2013","8455","10261","2","3","834","890","888","913","58","Balanced","Little","72","Long","Organised","48","Normal","51","Normal","46","Normal","Organised","41","Medium","39","Press","51","Normal","46","Balanced","Little","41","Mixed","Organised","46","Normal","61","Normal","63","Normal","Organised","42","Medium","43","Press","46","Normal","win"
"3424","2013-02-02","2012/2013","9850","10172","0","0","813","791","854","844","58","Balanced","Little","54","Mixed","Organised","53","Normal","39","Normal","54","Normal","Organised","49","Medium","47","Press","44","Normal","70","Fast","Little","70","Long","Organised","56","Normal","67","Lots","48","Normal","Organised","40","Medium","43","Press","53","Normal","draw"
"3425","2013-02-02","2012/2013","8472","9798","1","2","763","814","793","860","49","Balanced","Little","61","Mixed","Organised","55","Normal","58","Normal","37","Normal","Organised","39","Medium","44","Press","52","Normal","57","Balanced","Little","66","Mixed","Organised","56","Normal","31","Little","72","Lots","Organised","47","Medium","52","Press","49","Normal","win"
"3427","2013-02-02","2012/2013","10003","8654","0","1","792","819","831","855","72","Fast","Little","73","Long","Organised","61","Normal","74","Lots","32","Little","Organised","30","Deep","37","Press","41","Normal","41","Balanced","Little","39","Mixed","Organised","36","Normal","42","Normal","44","Normal","Free Form","52","Medium","58","Press","57","Normal","win"
"3428","2013-02-02","2012/2013","8466","8528","2","2","805","806","837","866","38","Balanced","Little","39","Mixed","Organised","43","Normal","42","Normal","34","Normal","Free Form","56","Medium","52","Press","44","Normal","47","Balanced","Little","38","Mixed","Organised","52","Normal","56","Normal","58","Normal","Free Form","57","Medium","63","Press","44","Normal","draw"
"3422","2013-02-03","2012/2013","8650","8456","2","2","883","871","926","892","36","Balanced","Little","34","Mixed","Organised","39","Normal","44","Normal","38","Normal","Free Form","42","Medium","44","Press","54","Normal","39","Balanced","Little","44","Mixed","Organised","42","Normal","34","Normal","54","Normal","Organised","59","Medium","52","Press","61","Normal","draw"
"3426","2013-02-03","2012/2013","8586","8659","1","0","805","880","848","929","55","Balanced","Little","54","Mixed","Organised","57","Normal","53","Normal","57","Normal","Organised","33","Deep","31","Contain","49","Normal","42","Balanced","Little","46","Mixed","Organised","45","Normal","58","Normal","68","Lots","Organised","63","Medium","61","Press","57","Normal","lose"
"3430","2013-02-09","2012/2013","8528","8455","1","4","878","802","926","834","46","Balanced","Little","41","Mixed","Organised","46","Normal","61","Normal","63","Normal","Organised","42","Medium","43","Press","46","Normal","38","Balanced","Little","39","Mixed","Organised","43","Normal","42","Normal","34","Normal","Free Form","56","Medium","52","Press","44","Normal","win"
"3433","2013-02-09","2012/2013","9879","9850","0","0","797","838","836","859","70","Fast","Little","70","Long","Organised","56","Normal","67","Lots","48","Normal","Organised","40","Medium","43","Press","53","Normal","52","Balanced","Little","49","Mixed","Organised","49","Normal","56","Normal","59","Normal","Organised","39","Medium","39","Press","57","Normal","draw"
"3434","2013-02-09","2012/2013","8456","8466","1","3","792","897","835","935","47","Balanced","Little","38","Mixed","Organised","52","Normal","56","Normal","58","Normal","Free Form","57","Medium","63","Press","44","Normal","36","Balanced","Little","34","Mixed","Organised","39","Normal","44","Normal","38","Normal","Free Form","42","Medium","44","Press","54","Normal","win"
"3435","2013-02-09","2012/2013","9798","10194","1","2","816","750","849","785","75","Fast","Little","73","Long","Organised","59","Normal","61","Normal","38","Normal","Organised","32","Deep","37","Press","41","Normal","49","Balanced","Little","61","Mixed","Organised","55","Normal","58","Normal","37","Normal","Organised","39","Medium","44","Press","52","Normal","win"
"3436","2013-02-09","2012/2013","9825","8472","1","0","804","868","858","920","57","Balanced","Little","66","Mixed","Organised","56","Normal","31","Little","72","Lots","Organised","47","Medium","52","Press","49","Normal","30","Slow","Little","29","Short","Organised","41","Normal","55","Normal","39","Normal","Free Form","64","Medium","54","Press","52","Normal","lose"
"3437","2013-02-09","2012/2013","10172","10003","1","4","812","822","863","861","41","Balanced","Little","39","Mixed","Organised","36","Normal","42","Normal","44","Normal","Free Form","52","Medium","58","Press","57","Normal","58","Balanced","Little","54","Mixed","Organised","53","Normal","39","Normal","54","Normal","Organised","49","Medium","47","Press","44","Normal","win"
"3438","2013-02-09","2012/2013","10261","8586","1","2","862","832","919","884","42","Balanced","Little","46","Mixed","Organised","45","Normal","58","Normal","68","Lots","Organised","63","Medium","61","Press","57","Normal","58","Balanced","Little","72","Long","Organised","48","Normal","51","Normal","46","Normal","Organised","41","Medium","39","Press","51","Normal","win"
