"","player_api_id","overall_rating","potential","preferred_foot","attacking_work_rate","defensive_work_rate","crossing","finishing","heading_accuracy","short_passing","volleys","dribbling","curve","free_kick_accuracy","long_passing","ball_control","acceleration","sprint_speed","agility","reactions","balance","shot_power","jumping","stamina","strength","long_shots","aggression","interceptions","positioning","vision","penalties","marking","standing_tackle","sliding_tackle","gk_diving","gk_handling","gk_kicking","gk_positioning","gk_reflexes"
"111663",66995,49,49,3,5,17,31,31,52,51,31,41,31,29,42,55,53,56,50,46,55,31,56,59,61,26,61,43,45,42,44,46,51,55,12,9,12,12,10
"168437",67003,65,65,3,2,17,58,58,50,72,47,62,62,58,65,67,65,67,72,58,59,58,73,74,74,54,59,54,65,71,54,59,58,61,5,14,6,6,14
"24659",67008,65,66,3,5,17,57,46,74,72,44,59,32,40,65,65,67,67,70,60,76,69,75,61,78,61,75,69,71,65,45,64,70,59,7,16,16,13,11
"23367",67228,66,66,2,5,15,64,11,67,62,34,57,38,31,48,62,62,72,60,64,63,17,62,82,80,17,69,55,47,52,14,69,69,64,12,9,11,14,10
"36743",67298,56,56,3,5,17,36,37,58,49,35,44,37,35,49,49,45,42,36,42,58,53,63,54,71,37,66,50,34,31,34,61,54,53,12,9,9,11,9
"120184",67300,62,62,3,2,15,62,55,57,66,48,52,60,50,65,63,67,69,71,67,66,72,63,91,74,65,54,61,63,46,48,50,60,54,14,13,9,13,8
"123726",67302,58,62,2,5,17,52,42,56,57,49,63,55,54,59,60,64,68,72,51,64,53,51,78,60,54,75,48,65,56,48,47,47,44,11,10,10,9,8
"60135",67304,57,57,3,5,15,48,39,52,52,32,45,22,50,53,52,45,47,46,57,61,47,74,48,76,43,44,57,43,42,44,54,61,55,6,11,11,9,9
"113684",67306,71,73,3,5,16,43,67,65,71,64,74,41,55,54,71,80,79,81,75,74,68,83,68,69,58,55,45,77,64,66,33,39,24,14,12,7,14,13
"67475",67311,58,58,3,5,17,10,13,10,34,12,10,11,11,18,17,31,40,33,46,40,16,34,30,52,6,24,11,11,12,17,13,15,12,66,52,60,56,66
"62309",67329,65,65,3,5,17,46,32,65,67,39,48,36,33,59,56,65,66,60,57,37,67,66,62,82,48,66,64,32,36,55,68,63,56,8,14,7,7,12
"118774",67332,65,65,3,5,17,62,59,58,64,54,67,60,63,57,68,80,79,80,56,72,73,62,72,58,57,65,29,66,53,58,25,32,22,9,10,15,15,9
"62484",67333,62,62,3,5,17,56,40,54,68,41,62,63,66,51,60,66,68,69,65,65,66,71,63,58,51,57,38,74,64,59,33,44,31,6,14,15,15,7
"533",67334,72,73,2,5,17,67,70,50,71,46,74,55,53,59,73,84,88,74,62,62,71,71,77,67,53,64,44,68,64,53,42,47,43,12,15,14,11,6
"135092",67342,61,65,3,1,2,32,61,56,54,49,65,38,53,58,68,60,62,67,69,47,61,52,68,58,63,52,12,44,54,59,12,12,13,13,12,13,10,10
"167875",67346,63,63,3,4,17,51,29,65,57,46,46,45,40,45,57,31,28,54,62,47,47,42,53,81,34,54,67,30,44,21,59,65,62,14,11,15,13,15
"49065",67349,67,67,3,4,15,69,32,48,57,55,61,57,54,56,62,66,74,69,58,72,81,70,90,71,75,71,62,63,62,46,63,68,71,6,16,16,14,9
"156720",67355,61,69,3,1,2,46,62,68,54,NA,61,NA,44,40,55,68,66,NA,57,NA,57,NA,60,73,52,38,52,45,NA,49,21,21,NA,9,21,40,21,21
"29367",67357,59,59,3,5,17,25,25,25,26,20,25,25,20,21,22,48,42,34,53,53,22,56,29,73,25,25,25,25,25,23,25,25,25,64,57,57,53,65
"104015",67360,58,58,2,2,17,58,45,43,77,61,52,49,45,72,58,63,65,63,53,72,58,54,44,47,42,43,30,42,47,44,41,41,46,11,10,10,9,15
"139143",67363,55,55,3,5,17,45,19,45,46,23,41,36,23,43,46,51,68,45,51,62,34,65,62,58,26,43,50,26,27,42,58,61,66,10,12,10,9,16
"56157",67364,66,71,2,2,17,41,68,73,56,52,55,54,35,49,61,67,68,67,59,59,80,65,67,86,54,84,20,63,44,63,23,24,25,13,11,7,6,12
"160219",67365,51,58,3,1,2,48,59,46,57,NA,55,NA,33,37,54,48,52,NA,51,NA,55,NA,43,56,29,53,49,62,NA,55,22,22,NA,7,22,37,22,22
"157526",67369,61,61,3,2,17,59,40,38,65,56,52,67,69,61,67,77,74,69,66,88,47,75,59,55,42,49,62,57,72,55,24,37,32,6,6,16,15,15
"124380",67371,58,65,3,5,17,53,44,49,59,30,56,54,54,48,55,69,71,69,65,70,64,56,62,64,46,63,43,69,46,56,51,48,46,7,12,13,8,11
"168548",67374,55,55,3,6,8,25,25,25,33,25,25,25,25,36,21,59,57,63,62,68,42,64,24,71,25,20,21,25,25,38,25,25,25,54,52,56,58,56
"50602",67389,61,61,2,5,17,68,48,61,62,65,60,63,57,58,62,72,66,71,55,71,84,82,80,74,72,59,45,44,56,50,56,62,53,8,13,14,15,6
"4112",67393,64,64,3,2,16,50,57,42,70,60,56,48,70,64,64,65,74,63,57,71,70,51,74,58,71,47,22,58,70,53,56,53,46,7,13,11,5,11
"165033",67395,55,66,3,1,2,42,26,66,49,NA,47,NA,41,52,58,63,64,NA,41,NA,47,NA,52,47,22,62,46,49,NA,42,51,63,NA,8,22,52,22,22
"59803",67396,42,52,3,1,2,27,36,30,27,NA,23,NA,44,35,46,37,31,NA,34,NA,26,NA,40,45,23,46,28,28,NA,35,45,45,NA,4,22,35,22,22
"65912",67401,68,68,3,2,17,44,64,63,60,44,61,46,36,52,66,73,84,70,77,56,62,69,64,69,47,62,45,82,55,64,30,35,26,12,9,7,12,12
"138563",67402,65,70,3,1,2,22,22,22,22,NA,22,NA,9,71,22,50,51,NA,55,NA,29,NA,43,66,22,71,62,11,NA,32,22,22,NA,57,67,71,66,70
"61472",67407,57,66,3,2,17,38,59,28,57,58,61,63,64,39,62,82,72,72,58,78,59,63,64,62,54,63,43,57,54,61,25,25,25,11,10,13,7,8
"149879",67850,72,72,3,2,17,68,38,68,63,24,68,28,33,60,67,86,86,64,69,57,61,74,76,73,42,75,66,58,54,40,64,77,74,13,14,14,12,13
"28969",67890,70,71,3,5,17,68,57,54,71,65,72,78,74,70,71,72,78,77,69,69,71,39,63,62,66,46,35,71,72,65,29,39,34,7,8,15,8,9
"167018",67896,69,69,2,5,17,54,57,75,67,44,47,34,58,63,64,67,58,68,70,67,68,77,73,71,59,73,74,64,67,66,66,70,68,10,7,12,11,15
"97315",67898,69,69,3,2,17,55,56,66,71,55,63,58,65,66,72,69,65,67,67,73,75,76,73,68,67,76,74,73,71,55,58,68,67,10,14,13,12,10
"22892",67939,60,62,3,1,2,45,26,60,52,NA,25,NA,39,47,57,65,65,NA,57,NA,56,NA,69,67,33,64,58,57,NA,50,61,58,NA,6,20,47,20,20
"35065",67940,60,63,2,1,2,52,36,51,64,NA,58,NA,49,62,61,62,60,NA,58,NA,51,NA,72,46,53,53,64,63,NA,61,47,53,NA,9,20,62,20,20
"180732",67941,67,67,3,2,15,68,21,62,67,46,66,72,67,63,67,68,69,74,63,76,57,68,65,59,48,66,67,48,58,49,69,68,67,14,15,14,6,10
"136137",67949,67,67,3,5,17,13,12,11,37,14,14,12,16,37,22,43,34,34,63,34,17,66,27,65,15,22,19,12,21,15,16,9,19,71,62,66,65,72
"95024",67950,65,65,3,4,15,47,32,67,57,34,45,41,28,52,60,61,65,37,60,65,37,36,69,73,46,66,67,46,59,25,68,68,66,7,7,9,10,15
"885",67952,64,65,2,5,17,50,46,47,62,53,73,51,55,61,71,73,70,81,66,85,60,76,71,46,58,48,48,53,61,47,34,48,46,5,9,10,11,14
"95455",67957,64,64,2,5,15,54,42,66,63,43,54,43,46,60,58,44,43,67,62,67,55,55,77,58,57,72,69,54,63,31,62,64,65,15,11,15,7,14
"130115",67958,73,73,2,2,15,72,53,63,74,61,74,68,65,73,77,80,78,82,75,83,62,87,88,62,67,72,79,69,75,66,74,76,72,10,7,7,11,15
"121297",67959,67,67,3,5,17,38,41,71,58,31,47,34,44,59,58,31,56,42,60,34,64,34,75,86,57,63,69,48,59,37,70,68,69,14,11,14,12,14
"167016",68064,50,54,3,1,2,57,58,61,42,NA,46,NA,43,57,51,56,43,NA,45,NA,55,NA,56,57,50,55,53,45,NA,48,51,43,NA,6,22,57,22,22
"21712",68114,64,64,3,2,15,48,64,70,62,56,42,32,36,47,57,45,48,43,61,42,78,57,72,89,62,89,38,72,66,64,22,48,46,16,8,15,9,12
"95556",68116,63,64,2,5,16,57,56,37,61,57,71,52,52,58,69,70,64,73,61,77,59,67,41,58,56,42,37,60,62,54,27,29,35,8,11,11,15,9
"134293",68120,66,67,2,5,17,70,48,46,63,54,67,67,65,66,66,79,79,77,63,75,74,74,73,61,66,55,43,62,59,53,35,44,43,8,10,9,13,9
"148168",68226,66,66,2,5,17,64,66,48,61,64,71,58,54,53,71,76,76,82,72,73,65,70,62,59,65,46,33,70,66,65,34,36,28,9,7,15,11,12
"27766",68237,71,71,2,2,17,72,45,61,68,32,69,67,68,64,67,79,78,73,61,71,48,81,79,68,46,51,65,63,62,67,71,73,72,14,16,13,6,7
"20086",68253,83,83,3,5,17,58,48,84,74,38,60,38,52,64,70,63,67,65,82,61,62,82,69,81,31,79,85,51,57,56,85,84,84,14,6,9,10,7
"115816",68260,66,69,3,5,17,49,22,65,62,47,49,48,38,58,55,53,58,56,54,62,57,73,56,71,48,66,59,37,48,42,69,71,66,13,5,5,8,12
"13158",68400,67,69,3,5,17,61,58,61,72,45,70,53,58,73,71,60,61,77,59,73,56,70,66,56,56,65,47,66,70,61,30,49,45,7,9,12,13,7
"133244",68404,67,69,2,5,17,70,40,62,74,58,64,70,71,70,70,73,67,66,69,62,67,64,73,72,69,66,59,49,71,61,49,54,53,14,6,9,11,11
"55698",68411,69,69,3,5,17,41,67,66,69,54,71,41,33,64,70,77,79,75,66,62,72,73,75,67,69,48,23,65,66,68,18,22,22,11,14,6,13,11
"150883",68422,69,75,3,6,8,10,19,10,34,19,10,11,10,31,29,50,50,62,68,29,31,64,52,64,11,30,16,12,25,23,14,10,10,67,71,66,68,73
"110502",68436,73,73,2,2,17,74,47,63,73,73,78,74,72,69,75,76,84,79,74,74,68,62,75,65,69,75,60,76,62,70,57,69,69,13,13,16,14,7
"26295",68482,63,67,3,5,17,25,25,25,26,25,25,25,25,21,25,37,38,36,54,51,24,52,36,69,25,22,25,25,25,26,25,25,25,63,60,58,66,67
"146504",68516,72,72,3,5,16,33,76,78,62,68,65,42,41,52,68,54,55,58,69,46,81,63,55,86,60,81,15,77,48,71,18,21,23,9,13,9,13,7
"43165",68552,74,81,3,2,17,67,68,56,70,60,80,69,33,69,73,85,86,86,71,83,70,73,77,63,66,51,34,74,69,67,34,51,33,15,15,15,14,13
"145743",68732,66,66,3,5,15,40,25,48,54,35,30,43,39,70,31,34,33,47,70,33,63,32,85,93,33,87,66,28,29,53,62,70,71,16,11,13,6,15
"134574",68740,57,57,3,5,17,25,25,25,24,25,25,25,25,23,23,38,21,40,51,40,22,48,43,51,25,25,21,25,25,21,25,25,25,60,49,58,59,62
"38125",68744,62,62,3,5,17,35,25,69,49,39,41,36,47,52,52,32,31,31,49,50,41,71,61,78,24,60,71,46,30,66,61,63,52,9,15,13,7,11
"75857",68762,65,65,3,5,17,56,38,51,62,36,52,56,39,61,60,75,74,73,64,69,61,71,75,64,48,65,61,56,47,45,67,63,69,15,10,9,11,16
"145698",68766,64,64,3,2,15,49,64,62,64,77,63,61,60,66,60,65,70,82,74,82,30,60,73,50,58,32,46,66,67,65,26,25,26,16,15,10,8,16
"118831",68768,62,62,3,5,17,25,25,25,32,25,25,25,25,31,23,42,41,52,54,32,25,52,38,61,25,29,25,25,25,26,25,25,25,61,60,54,67,62
"41523",68773,67,67,3,2,17,53,71,67,51,49,58,30,29,53,57,81,82,78,69,77,69,81,79,69,65,42,43,64,41,73,25,25,25,15,9,15,13,13
"98319",68782,60,60,3,5,17,63,33,48,59,50,55,57,47,55,48,67,62,63,48,61,59,65,87,82,53,67,64,59,49,58,58,63,52,12,10,12,8,14
"19271",68786,65,66,3,2,15,65,50,54,70,56,63,61,62,59,67,80,76,82,66,89,59,76,80,30,62,77,67,64,66,54,64,67,55,16,10,10,6,11
"107453",68796,66,67,2,5,15,67,46,66,57,34,52,72,66,57,60,72,67,63,58,54,67,75,81,74,64,71,65,45,60,61,68,65,64,15,7,8,11,12
"106635",68802,65,65,3,2,17,53,60,65,67,45,64,64,51,64,66,70,59,69,67,73,58,90,90,72,57,66,48,61,64,54,30,40,47,13,13,16,7,13
"144632",68813,76,76,3,5,17,10,14,14,32,13,15,13,12,32,20,51,49,48,78,40,22,65,31,71,14,32,22,13,35,22,14,17,14,80,71,75,69,82
"159873",68827,63,63,2,2,16,63,59,54,61,66,56,54,55,55,58,65,71,72,70,71,70,71,70,73,61,64,62,63,50,49,59,63,62,8,12,12,15,9
"67067",68835,62,62,2,5,17,11,18,17,32,17,12,15,12,37,12,31,31,31,54,24,14,43,35,66,14,23,19,5,28,20,14,15,14,70,58,65,54,68
"38085",68836,58,58,2,2,17,60,45,48,44,41,61,62,68,59,53,81,78,66,43,61,70,70,72,56,58,67,55,59,64,23,57,58,57,7,7,8,6,14
"5929",68839,62,62,3,5,16,60,62,54,63,65,58,59,59,63,62,68,54,62,58,79,67,81,64,66,68,61,65,61,68,63,54,60,61,14,9,13,15,7
"1361",68840,63,63,3,2,17,25,45,69,44,56,54,33,61,54,47,63,59,71,72,62,61,63,74,80,51,66,67,81,52,65,54,63,61,9,10,9,6,11
"82814",68861,59,59,3,5,17,52,59,42,53,42,62,54,24,45,60,69,72,75,63,70,55,62,60,56,51,54,25,70,53,60,10,12,10,8,12,15,12,6
"180317",68870,63,63,3,2,16,41,59,65,64,64,61,26,40,49,61,45,52,54,63,57,62,63,50,86,55,76,53,76,66,63,23,21,20,16,16,9,9,7
"173931",68877,65,65,3,2,17,64,51,51,58,58,63,72,67,65,64,76,77,70,60,76,65,33,75,55,63,56,56,69,67,68,42,35,36,6,15,6,11,15
"106506",68937,67,67,3,5,17,67,57,60,67,37,65,65,56,58,66,73,70,67,56,74,64,63,70,61,59,71,67,64,61,68,69,69,67,15,9,7,14,8
"1503",68962,66,66,3,5,17,54,50,62,59,31,54,31,28,59,58,65,63,70,65,61,56,85,59,74,33,62,77,57,44,44,60,64,64,9,10,6,15,16
"117509",69004,59,59,3,5,17,12,15,16,14,14,12,14,12,15,15,44,41,40,57,40,11,57,34,60,18,28,14,14,31,20,11,12,13,58,55,53,63,63
"17301",69008,73,75,3,5,17,55,72,79,71,66,69,43,51,36,71,63,77,66,75,59,74,81,65,75,62,71,32,77,65,71,35,32,24,14,10,9,12,11
"145809",69009,64,64,2,2,17,67,58,45,64,55,55,60,33,61,64,69,72,58,62,68,67,57,71,71,57,84,66,65,56,42,61,65,60,14,12,12,16,14
"5846",69018,65,65,3,5,17,58,40,59,61,40,59,40,31,55,62,73,72,67,65,72,57,79,71,71,37,62,60,47,45,27,65,68,67,15,10,6,15,16
"46294",69030,70,70,3,5,17,42,41,73,58,41,56,42,29,66,58,66,68,64,53,55,49,76,65,85,24,74,67,37,32,45,68,74,63,12,7,12,13,10
"110900",69043,64,64,3,5,17,51,48,54,67,51,58,59,58,61,65,70,63,62,66,57,60,63,82,75,66,74,61,61,59,58,67,67,59,6,7,16,6,16
"144123",69061,65,65,3,5,16,64,59,52,65,52,68,69,67,58,65,70,69,60,58,74,67,74,71,57,61,65,50,67,67,66,26,34,35,15,12,12,12,16
"173733",69085,62,62,2,5,16,47,49,53,66,56,63,47,39,63,63,64,58,79,45,88,59,61,70,52,62,58,59,64,65,49,45,38,33,10,9,12,12,16
"145833",69101,70,70,3,2,15,66,60,59,73,59,68,66,66,67,70,49,54,77,71,70,67,59,82,58,64,71,71,65,75,42,61,68,67,10,7,13,7,12
"144613",69111,60,60,2,5,17,54,63,56,60,63,63,53,45,51,63,56,54,58,56,59,62,63,61,72,58,52,32,58,59,56,43,44,48,16,11,6,14,15
"128171",69114,69,71,3,5,17,57,68,65,66,60,69,66,65,62,73,76,71,84,65,80,77,87,68,75,68,54,39,64,69,65,20,20,21,8,15,9,8,9
"127454",69149,74,75,3,5,17,18,13,19,36,16,14,19,17,26,22,48,51,46,74,29,21,65,33,64,14,18,19,14,46,22,15,15,19,77,72,74,71,78
"88125",69166,68,71,3,2,16,53,74,67,64,71,69,56,64,54,69,79,78,84,64,79,73,82,67,58,65,25,21,82,55,74,22,27,25,7,13,11,10,5
"70483",69214,63,63,3,5,17,32,36,69,57,53,53,41,51,54,51,68,64,52,57,49,65,50,70,80,52,76,52,37,43,42,63,62,60,6,10,5,12,7
"173918",69223,60,60,2,5,17,61,49,47,66,62,61,70,45,65,68,74,68,84,57,83,54,82,91,57,55,45,64,56,58,58,50,45,47,16,10,8,13,6
"110780",69227,61,61,2,5,15,72,43,48,58,57,60,72,64,57,51,71,58,81,55,90,67,82,75,56,56,72,67,54,58,58,68,68,53,9,11,10,7,14
"110917",69229,70,70,3,5,16,36,72,73,57,64,67,52,54,47,66,66,72,68,66,66,72,81,63,84,60,66,41,77,63,82,21,19,24,15,7,7,15,7
"67048",69238,65,65,3,5,17,71,69,66,70,43,70,69,63,65,63,60,62,56,52,53,83,63,66,71,70,53,45,67,61,62,46,57,56,6,14,8,13,14
"131431",69242,61,61,3,2,17,63,30,50,65,56,55,65,61,64,63,64,63,60,68,73,48,70,40,37,53,70,59,45,65,59,63,63,48,11,5,7,8,12
"173774",69244,71,71,3,5,15,61,34,75,72,48,65,56,43,68,66,70,53,33,59,41,71,70,81,87,63,83,69,56,68,55,62,77,65,6,8,8,13,13
"1967",69249,66,66,2,2,17,72,53,60,62,48,62,56,37,58,61,72,70,58,70,75,59,69,79,57,52,74,54,58,57,59,67,62,65,10,12,12,14,10
"113049",69252,57,57,3,5,17,63,58,46,71,63,57,43,39,55,63,51,43,59,55,70,56,56,32,61,49,69,69,57,57,72,64,59,63,12,8,8,14,11
"113114",69254,60,60,2,5,15,46,34,63,56,49,37,34,32,52,45,48,34,76,57,59,36,66,82,70,40,75,68,51,59,38,68,68,63,13,14,8,13,12
"74712",69256,66,66,3,2,17,64,63,53,63,59,70,54,52,61,66,77,77,64,65,63,70,73,82,62,71,64,38,63,42,42,22,35,35,12,12,10,6,7
"141432",69258,60,60,2,6,3,65,60,37,64,56,60,63,63,60,62,63,63,65,64,72,58,64,34,58,51,65,50,53,63,65,43,52,50,8,9,16,15,9
"106889",69259,67,67,3,5,17,13,12,14,15,12,15,12,15,14,23,54,41,43,70,46,19,77,28,72,15,42,22,15,19,13,15,15,14,65,66,67,68,69
"113134",69261,63,63,2,5,17,63,29,73,46,29,45,29,57,59,44,52,55,52,48,34,68,33,78,86,63,51,76,48,34,34,63,62,76,13,13,16,9,16
"173743",69266,61,61,3,5,17,56,32,64,58,43,42,54,36,44,43,67,64,71,58,63,37,71,70,71,34,76,58,55,46,39,62,62,62,7,6,5,7,5
"38110",69276,61,61,3,4,15,50,28,35,58,48,66,61,60,59,55,75,70,84,65,86,59,80,70,58,55,68,74,42,61,51,64,67,67,10,5,6,8,8
"144034",69280,58,58,2,5,17,66,55,58,59,44,57,69,67,55,59,63,68,56,49,52,75,56,59,71,60,57,48,52,54,50,59,60,55,14,10,11,5,10
"114789",69300,57,62,3,1,2,41,36,65,51,NA,30,NA,33,56,52,52,41,NA,51,NA,53,NA,56,68,35,68,42,53,NA,52,52,60,NA,3,20,56,20,20
"38095",69328,58,58,2,5,17,66,52,43,61,51,57,49,62,63,59,51,34,59,54,68,76,78,53,59,64,67,42,63,59,66,41,42,36,11,12,9,12,7
"22185",69341,64,64,3,5,17,10,12,11,23,7,12,17,10,20,15,43,36,57,58,42,25,72,30,67,10,48,16,13,20,22,14,14,10,66,61,63,65,67
"107314",69346,62,62,3,5,16,68,59,47,68,51,62,70,68,66,64,55,52,73,55,80,61,78,59,37,65,43,47,67,60,71,51,56,55,8,11,9,16,13
"98202",69349,62,62,3,5,17,48,61,58,52,52,62,42,39,32,55,82,80,91,68,93,62,90,72,52,57,67,30,62,43,59,25,23,25,14,7,7,13,12
"19300",69374,64,64,2,4,17,33,29,65,45,40,38,22,31,42,37,27,40,29,55,33,61,34,64,92,38,64,67,55,43,49,63,67,66,14,12,6,12,15
"145087",69382,65,65,3,5,17,17,17,17,29,17,15,14,15,29,23,22,13,35,70,30,17,47,25,62,14,30,14,12,31,15,14,11,12,63,53,55,69,73
"159107",69417,62,62,3,2,17,60,35,43,68,46,62,72,65,69,68,51,60,59,39,66,57,64,61,63,68,45,75,52,61,69,55,59,54,10,8,13,11,13
"98331",69428,63,63,3,5,17,66,47,50,59,49,64,68,47,61,62,64,54,68,68,73,61,75,71,57,64,50,68,48,48,45,58,62,61,6,6,10,6,13
"168789",69479,73,73,3,2,17,61,72,43,67,65,75,70,63,59,73,87,85,91,74,78,72,80,87,54,67,45,50,73,67,68,15,49,49,7,10,8,15,8
"106702",69485,66,66,2,5,17,60,65,44,75,42,65,65,66,66,72,77,63,75,60,73,71,73,92,65,70,59,62,50,59,63,62,62,53,16,11,12,16,7
"18717",69509,67,67,3,5,17,42,33,62,55,35,45,41,37,53,57,53,63,47,50,29,57,68,72,91,23,73,64,27,41,44,65,66,67,13,9,8,8,14
"1888",69518,62,64,2,2,17,36,47,59,60,21,33,29,57,56,44,69,63,62,63,62,74,65,71,75,59,69,71,39,39,46,59,70,68,6,9,12,15,10
"114238",69533,64,64,2,5,17,70,38,51,63,52,63,81,68,61,56,61,63,68,56,79,59,66,64,60,60,60,64,36,42,64,67,69,67,14,9,10,14,8
"92989",69541,75,75,3,5,17,75,75,69,70,69,74,64,55,69,75,85,88,80,70,70,79,62,62,64,74,43,48,75,70,69,15,29,20,16,10,15,14,11
"159470",69553,69,69,3,5,15,44,36,65,65,50,42,49,24,57,60,38,32,34,60,51,39,51,71,81,42,72,67,44,44,49,75,70,71,15,11,12,6,15
"139809",69554,67,68,3,2,17,64,66,46,66,65,71,67,58,57,61,73,75,81,64,87,72,70,78,73,59,76,43,71,65,70,43,41,46,14,14,13,10,14
"107293",69594,66,67,3,5,17,20,15,17,30,20,17,19,20,35,13,38,34,53,62,40,21,60,24,61,14,32,18,15,33,17,12,19,18,67,63,55,69,72
"164018",69599,60,60,3,5,17,58,51,46,66,49,58,63,55,66,48,43,41,73,45,72,53,79,53,59,52,66,77,34,64,39,51,51,57,14,15,5,12,12
"75878",69601,67,67,2,5,17,67,31,70,62,48,67,54,37,62,62,65,68,64,61,59,58,47,84,84,57,75,66,61,55,44,64,67,71,11,8,9,10,13
"17239",69611,72,72,3,2,15,68,48,67,68,52,63,47,34,66,70,69,69,64,65,62,71,72,88,76,39,83,72,53,36,34,75,72,76,7,8,12,16,11
"19361",69616,65,65,3,5,16,56,53,69,70,57,66,72,41,68,65,35,45,56,68,57,54,48,55,61,64,67,48,65,70,47,61,59,59,10,15,5,15,12
"144075",69619,64,64,3,5,17,32,26,57,47,42,28,22,22,54,37,47,51,41,65,34,41,34,86,82,25,75,71,44,49,31,76,61,62,11,9,6,7,15
"75662",69628,63,63,2,5,17,64,58,37,66,44,66,35,42,62,62,72,70,73,53,80,45,32,50,64,48,67,24,61,62,40,37,46,49,14,7,11,7,13
"41475",69629,61,65,3,4,16,50,64,60,58,64,62,60,58,52,61,51,57,55,64,57,61,51,47,67,59,41,21,61,58,62,21,35,32,15,10,5,14,11
"143963",69637,68,68,3,5,16,66,67,63,62,79,69,65,51,55,65,73,67,72,58,52,78,57,74,80,72,62,45,71,57,49,31,32,22,11,12,15,14,14
"22685",69650,76,76,2,5,17,16,14,12,26,15,14,15,11,34,28,50,47,47,73,47,24,72,30,76,15,43,19,12,45,35,15,15,14,78,74,58,77,80
"155891",69653,72,72,3,5,15,69,66,69,74,64,73,72,69,69,73,63,65,67,72,63,70,76,80,70,71,70,59,75,76,71,61,65,64,12,15,11,7,6
"94256",69675,76,76,3,5,17,64,77,80,66,68,71,60,42,51,69,78,78,76,77,69,75,94,82,80,64,75,30,82,59,74,29,13,18,11,8,11,6,16
"17381",69686,68,68,2,5,17,66,63,49,66,60,71,67,64,61,70,76,78,76,71,72,76,55,60,59,68,56,37,66,63,63,31,30,36,16,10,16,14,6
"136406",69713,73,76,3,5,17,37,25,75,52,22,38,27,22,47,59,62,65,52,62,52,55,65,67,82,25,78,65,26,35,42,76,78,75,13,6,12,12,5
"167385",69768,56,66,3,6,18,39,15,60,49,36,45,33,28,42,50,57,56,50,57,70,31,70,66,70,14,46,64,16,51,34,62,50,45,7,8,6,12,11
"75708",69793,52,69,3,1,2,11,13,24,31,15,20,6,10,31,16,62,46,46,53,51,47,52,50,52,8,22,21,14,26,9,16,9,16,56,49,58,51,50
"173484",69803,73,75,3,5,17,47,76,77,64,70,68,56,60,48,70,69,66,57,72,60,77,65,68,80,75,71,25,76,68,78,32,32,31,12,12,7,9,10
"165723",69805,64,70,2,6,3,31,23,65,54,NA,34,NA,41,52,48,58,63,NA,52,NA,59,NA,68,77,33,71,48,53,NA,52,64,65,NA,9,20,52,20,20
"77302",69818,64,66,3,5,16,35,47,37,70,46,67,42,49,59,67,67,61,66,66,77,45,77,61,59,45,51,42,62,70,46,33,33,25,12,15,6,6,11
"126451",69821,66,68,2,5,15,31,41,67,63,34,49,57,58,65,64,48,49,46,60,48,54,48,70,79,53,60,64,46,55,49,69,68,66,10,15,5,15,8
"144980",69825,64,72,3,1,2,14,11,13,39,11,19,17,14,32,31,53,55,47,52,72,45,65,25,79,18,29,27,13,33,34,12,9,16,63,71,63,64,63
"59386",69833,73,73,3,2,17,73,54,57,76,64,74,62,57,72,73,75,83,77,73,70,75,62,82,71,69,75,70,73,70,56,72,74,73,7,10,13,14,7
"173476",69835,67,70,3,5,17,68,64,54,72,60,67,60,65,68,72,74,65,73,65,72,68,67,64,52,64,58,42,68,69,60,39,40,41,7,15,7,10,7
"116119",69864,69,74,3,5,17,58,66,73,71,63,68,60,36,49,77,73,70,71,66,69,72,77,66,66,62,37,18,70,61,65,16,20,26,7,9,15,13,10
"11003",69911,67,67,3,5,17,55,39,64,53,40,51,57,42,45,58,61,55,62,66,64,60,81,67,78,46,82,65,50,55,59,68,61,65,13,8,9,16,6
"77237",69923,71,71,3,5,17,33,22,75,69,47,50,37,36,59,65,66,73,57,70,58,57,67,34,74,27,67,74,18,53,53,70,73,70,12,15,12,10,13
"10353",70074,72,76,3,2,15,67,65,64,72,68,69,60,64,71,70,65,72,69,75,70,75,72,92,75,68,75,69,69,72,61,72,71,68,8,7,9,14,16
"165035",70078,72,76,2,2,17,66,59,51,76,64,67,70,72,75,78,70,70,76,74,75,73,54,89,62,64,84,61,69,74,51,60,56,54,7,16,7,9,14
"16066",70255,70,70,3,5,15,48,45,75,60,38,53,52,31,42,50,49,52,56,54,53,60,68,60,80,36,78,70,33,50,50,69,72,72,13,16,10,12,12
"13490",70273,63,63,3,5,15,57,54,60,62,52,62,67,69,57,61,63,64,65,66,67,68,71,61,69,55,72,65,63,59,72,66,63,63,10,8,10,12,16
"123660",70288,68,68,3,5,17,53,34,66,70,36,59,34,31,64,64,61,69,62,65,59,49,65,73,68,40,67,66,28,61,49,64,74,71,12,7,7,6,10
"89973",70297,74,76,3,5,16,39,73,76,67,66,73,66,66,59,68,69,73,75,68,46,81,73,74,86,70,75,32,73,66,75,26,34,27,16,9,14,12,12
"59612",70320,68,70,2,5,16,65,58,34,69,57,75,74,71,62,73,79,70,83,61,73,65,52,58,41,61,47,26,48,66,67,25,24,22,14,5,14,12,11
"120450",70360,71,71,3,5,17,54,62,70,70,55,67,63,58,66,65,74,69,72,69,92,80,72,79,85,57,83,66,64,62,69,75,75,74,15,12,9,12,11
